title,author,isbn,publication_year,rating,reviews,genres,page_count,language,publisher,review_count_log,is_highly_rated,rating_category,decade,genre_count,avg_rating_by_author,total_books_by_author
An Xd2biw,Ouuumdq Fhgitc,978-3070738111,2007,1.4,746,['Classics'],835,English,Publisher 18,6.616065185132817,False,Low,2000,1,1.4,1
A Kj8bco,Dkngz Wszuyn,978-3434245195,1977,3.0,3977,"['Non-Fiction', 'Fiction', 'History']",185,English,Publisher 9,8.288534459413917,False,Low,1970,3,3.0,1
The Mb8l98,Eolgczog Dkmbun,978-9158585203,1962,3.5,1525,"['Science Fiction', 'Romance']",245,English,Publisher 29,7.330405211844402,False,Medium,1960,2,3.5,1
A Ghyfsd,Ypcuawu Mmnudy,978-7332734906,1989,1.1,2913,"['Non-Fiction', 'Romance', 'Classics']",596,German,Publisher 20,7.97728198675515,False,Low,1980,3,1.1,1
My 5amhf8,Akrmy Gdaxor,978-2467207110,1933,4.8,2063,"['Romance', 'Fiction']",775,Chinese,Publisher 20,7.6324011266014535,True,High,1930,2,4.8,1
An Ns76ck,Uedgfr Cclvnea,978-9751134096,1925,1.9,1002,"['Mystery', 'Biography']",436,German,Publisher 20,6.910750787961935,False,Low,1920,2,1.9,1
My Ulq3ul,Vaorm Dqeonlk,978-1172499791,1977,1.9,1241,"['Romance', 'Classics']",96,German,Publisher 15,7.124478262493424,False,Low,1970,2,1.9,1
An Yrjcyy,Jbzsa Zcqsjb,978-8388737411,1975,4.9,3515,"['Science Fiction', 'Fiction']",550,German,Publisher 28,8.165079258805067,True,High,1970,2,4.9,1
An Ostheg,Leimzi Iawxmt,978-7115938002,1955,2.9,3373,"['Romance', 'Science Fiction', 'Fiction']",815,English,Publisher 1,8.123854263105914,False,Low,1950,3,2.9,1
The Hfsvgc,Mndiqb Cphnpz,978-1237472279,1957,2.3,1897,"['Fiction', 'Classics']",415,Chinese,Publisher 22,7.548555979169873,False,Low,1950,2,2.3,1
A 2nfl7d,Zfiwuttw Ndqqf,978-8752688452,1977,2.0,1016,"['Fantasy', 'Fiction']",139,French,Publisher 25,6.92461239604856,False,Low,1970,2,2.0,1
My E8jjek,Khtbd Kvuvgniq,978-3966498769,1922,2.7,3475,"['Mystery', 'History']",788,English,Publisher 6,8.153637486385282,False,Low,1920,2,2.7,1
An Npiovg,Lukyiu Gdtmc,978-7170759951,2004,2.1,2682,"['Fiction', 'Non-Fiction', 'Thriller']",710,English,Publisher 20,7.894690850425624,False,Low,2000,3,2.1,1
My 6uyxl7,Vvbob Swsgqzr,978-2075853170,1995,2.3,4914,['Classics'],190,German,Publisher 46,8.500047032581266,False,Low,1990,1,2.3,1
My Sqzvoz,Vnllaoay Ilpsvb,978-3932756073,1958,4.2,386,['Non-Fiction'],128,Spanish,Publisher 50,5.958424693029782,True,High,1950,1,4.2,1
A Lurpsh,Riodzfxl Zcflfhar,978-8818261497,1906,3.9,4301,"['Science Fiction', 'Fantasy']",139,Spanish,Publisher 29,8.366835309827675,False,Medium,1900,2,3.9,1
My Dbfbog,Bkgecqp Bmoqug,978-2686137218,1915,3.3,2777,"['Biography', 'Romance', 'Science Fiction']",662,Chinese,Publisher 8,7.929486523314289,False,Medium,1910,3,3.3,1
A G2j9kl,Fxqyx Qxlzo,978-8870921972,1965,1.1,2193,"['History', 'Classics']",568,Spanish,Publisher 10,7.693481640835175,False,Low,1960,2,1.1,1
An A1urrs,Rynipb Kpqvr,978-4460214743,2023,1.3,3903,['Science Fiction'],182,German,Publisher 48,8.269756947532983,False,Low,2020,1,1.3,1
A Vq7oiz,Geklwiyr Nzvgcgwy,978-6971818168,2019,4.8,3902,"['Fantasy', 'Non-Fiction', 'History']",256,Chinese,Publisher 31,8.269500767180615,True,High,2010,3,4.8,1
My Xaofky,Mdavjpdh Hkcofzp,978-5646041036,2014,2.4,45,"['Science Fiction', 'Fiction', 'History']",68,Chinese,Publisher 38,3.828641396489095,False,Low,2010,3,2.4,1
An 3p6spe,Hkpgbqy Gnfws,978-5453964535,1992,3.8,4131,['Fiction'],636,English,Publisher 44,8.326516830239528,False,Medium,1990,1,3.8,1
An Ygjdcm,Archbhkm Ktkhoz,978-9474113362,1913,3.7,2182,"['Biography', 'Non-Fiction', 'Science Fiction']",253,Spanish,Publisher 12,7.688455356549944,False,Medium,1910,3,3.7,1
A Z0dnsy,Fwnxunv Xfoazsbt,978-7214803531,1932,2.2,4271,"['History', 'Thriller', 'Biography']",861,English,Publisher 44,8.35983738064003,False,Low,1930,3,2.2,1
A Eolkew,Jkmha Oxact,978-4766238178,1973,1.8,779,['Non-Fiction'],790,Chinese,Publisher 13,6.659293919683638,False,Low,1970,1,1.8,1
A Unjyei,Phhnwm Zmcwsj,978-1325281491,1966,1.8,4518,"['History', 'Mystery', 'Classics']",907,Spanish,Publisher 17,8.416046009411279,False,Low,1960,3,1.8,1
A 4r31al,Byctnzvw Lseoxx,978-4542360574,1997,1.4,2960,"['Romance', 'Thriller', 'Fantasy']",651,English,Publisher 37,7.993282328101591,False,Low,1990,3,1.4,1
A Mhr9z7,Neavr Luuhlui,978-4629385575,1967,1.6,2992,"['Mystery', 'Fiction']",327,German,Publisher 2,8.004031507852698,False,Low,1960,2,1.6,1
My Ulnjvg,Jzncwkx Gcmwrm,978-6311616208,1925,4.2,787,"['Non-Fiction', 'Science Fiction']",664,Spanish,Publisher 34,6.669498089857879,True,High,1920,2,4.2,1
My Rnjq5s,Sshyfomv Rxynlsi,978-5298069511,1924,4.5,2612,"['Classics', 'Mystery']",610,Chinese,Publisher 43,7.868254265520612,True,High,1920,2,4.5,1
An J4e9bh,Gbtlepk Tuwdv,978-1183529585,1956,1.5,3739,"['Biography', 'Fantasy', 'Fiction']",258,French,Publisher 17,8.226840890408578,False,Low,1950,3,1.5,1
An Wiwhpc,Lheasyhu Hefkvi,978-1210829429,1967,1.4,4865,"['Thriller', 'Biography']",897,French,Publisher 26,8.490027523343468,False,Low,1960,2,1.4,1
The Axrtdq,Kvhiy Nisckz,978-3501276985,2004,1.4,4284,"['Fiction', 'Biography']",791,French,Publisher 16,8.36287583103188,False,Low,2000,2,1.4,1
A Uxze7v,Zshpxetg Yqerd,978-3244675526,2014,2.9,2352,"['Romance', 'Classics', 'Thriller']",191,Spanish,Publisher 18,7.763446388727362,False,Low,2010,3,2.9,1
A 6tfvlg,Rmtuexcl Vbuvj,978-1292721321,2023,1.8,3211,"['Fiction', 'Biography', 'Romance']",164,Chinese,Publisher 16,8.074649075066652,False,Low,2020,3,1.8,1
My Kna8rw,Jhjhgfx Ohzmtw,978-4625527108,1949,3.3,4490,"['Science Fiction', 'Thriller', 'History']",477,Chinese,Publisher 50,8.409830673087738,False,Medium,1940,3,3.3,1
An V4wp5v,Ygmedli Zaklbd,978-3601754578,1965,3.3,1976,"['Non-Fiction', 'Classics', 'Biography']",532,French,Publisher 43,7.589335823170616,False,Medium,1960,3,3.3,1
The Juionj,Nkpxm Ivcwg,978-8241082835,1952,2.0,3800,"['Fiction', 'Biography']",863,German,Publisher 47,8.243019468989248,False,Low,1950,2,2.0,1
A 6vs0fa,Vmkevqr Kwqokcm,978-5316852643,1907,3.3,113,"['Mystery', 'Fiction', 'Fantasy']",965,English,Publisher 2,4.736198448394496,False,Medium,1900,3,3.3,1
A 9wi5wl,Sgais Yedvzw,978-5135978425,1932,2.8,2025,"['Romance', 'Classics', 'Non-Fiction']",319,French,Publisher 9,7.613818684808629,False,Low,1930,3,2.8,1
A Rfpbgb,Txkzeiv Bfmhljbr,978-8585334292,1988,1.1,4647,['Classics'],444,Chinese,Publisher 29,8.444192298531746,False,Low,1980,1,1.1,1
The Tcgpm8,Xprsl Wagrngpi,978-8768939553,1986,1.5,235,['Classics'],133,German,Publisher 26,5.46383180502561,False,Low,1980,1,1.5,1
My K6q1m9,Cncjzx Ycktd,978-1799685016,2012,1.2,4961,"['Biography', 'Thriller', 'Mystery']",92,French,Publisher 45,8.509564164251746,False,Low,2010,3,1.2,1
A Iayqse,Xzmtudiq Kgnepj,978-2694203067,2003,4.4,2802,['Fiction'],487,English,Publisher 20,7.938445551164788,True,High,2000,1,4.4,1
An Qyj6cq,Nelvmjgj Nufge,978-8193855423,1924,1.1,2676,"['Fantasy', 'Mystery']",602,Chinese,Publisher 24,7.892452043520352,False,Low,1920,2,1.1,1
The Ywlypc,Cqpbmv Ddahza,978-9602896313,1987,1.0,3900,"['Biography', 'Non-Fiction']",812,English,Publisher 43,8.268988209506656,False,Low,1980,2,1.0,1
The Rsme5p,Izkclsz Ijcfbxcz,978-9883439189,2000,1.2,2938,"['Science Fiction', 'Mystery', 'History']",162,Spanish,Publisher 40,7.985824666418917,False,Low,2000,3,1.2,1
A Jh6dwv,Uqacgzlo Jrjeq,978-1964855138,2013,3.6,668,"['Fiction', 'Science Fiction']",235,English,Publisher 18,6.505784060128228,False,Medium,2010,2,3.6,1
A 7u5bdu,Amfvfpkx Gezknjbq,978-9510195969,1966,4.0,29,"['Biography', 'History', 'Thriller']",170,German,Publisher 40,3.4011973816621555,True,Medium,1960,3,4.0,1
A 4wf150,Abgjr Zhopxvnl,978-8592249074,1945,4.9,1324,['Science Fiction'],90,Spanish,Publisher 33,7.1891677384203225,True,High,1940,1,4.9,1
A 5mn4vy,Opkllko Nlkcyk,978-8197463315,1915,4.3,2219,['Mystery'],381,French,Publisher 6,7.705262474866325,True,High,1910,1,4.3,1
The Gctfjp,Berrohvx Fqfnkie,978-3581655196,2001,4.3,3177,"['Fiction', 'Biography', 'Romance']",703,Chinese,Publisher 21,8.064007347096661,True,High,2000,3,4.3,1
The Q4luty,Nrnxtl Bvzosc,978-9792203313,1993,3.1,1104,['Thriller'],137,German,Publisher 14,7.007600613951853,False,Medium,1990,1,3.1,1
A Wmwgfo,Nzqfqrk Jnoehc,978-2491363838,1983,1.5,3152,"['Fantasy', 'Non-Fiction']",290,Chinese,Publisher 14,8.056109659545061,False,Low,1980,2,1.5,1
An T1vdke,Ybvrkcf Cfijgil,978-6417113515,1984,3.2,881,"['Biography', 'Non-Fiction']",307,German,Publisher 22,6.782192056006791,False,Medium,1980,2,3.2,1
The 4qhuzk,Ojpwk Votfkykt,978-8622410982,2022,2.4,1375,['Science Fiction'],401,Spanish,Publisher 5,7.226936018493289,False,Low,2020,1,2.4,1
A Skavhn,Uupvtkor Mafzygj,978-7531105579,1974,5.0,4311,"['Romance', 'Thriller']",981,French,Publisher 4,8.369157112588832,True,High,1970,2,5.0,1
My 4zbpup,Mvnicm Tdfpe,978-6940325805,1973,2.2,4673,['Science Fiction'],74,French,Publisher 49,8.449770515098804,False,Low,1970,1,2.2,1
An Bafc7o,Mwfusxlc Yfswith,978-3612626846,1918,1.6,3105,"['Non-Fiction', 'Fiction']",495,French,Publisher 34,8.041091003708631,False,Low,1910,2,1.6,1
The Oewzrf,Ulqvvu Invtpab,978-3844892632,1932,1.4,614,"['Thriller', 'Fiction', 'Fantasy']",685,Spanish,Publisher 47,6.421622267806518,False,Low,1930,3,1.4,1
The Jdtnwn,Obpzqkh Ldvsbnyk,978-6209237457,1909,4.6,3220,"['Thriller', 'Mystery', 'Fantasy']",920,German,Publisher 21,8.0774471493312,True,High,1900,3,4.6,1
My Efbntr,Nmckag Aubtek,978-6446522881,1974,3.7,978,['Classics'],392,English,Publisher 11,6.88653164253051,False,Medium,1970,1,3.7,1
My Pmv4jg,Ethefk Uqdnyen,978-4607931183,1973,3.8,2258,"['Thriller', 'Biography', 'Classics']",412,French,Publisher 40,7.722677516468003,False,Medium,1970,3,3.8,1
My 1hr4wk,Ungywuy Henfq,978-6363484228,1985,3.5,2627,"['Classics', 'Fiction']",99,German,Publisher 16,7.873978379604501,False,Medium,1980,2,3.5,1
The Yz0oaq,Bnmieylw Uoeybg,978-2772232961,2007,2.1,1328,"['Romance', 'Fiction', 'Science Fiction']",307,French,Publisher 48,7.192182058713245,False,Low,2000,3,2.1,1
An 3cur2n,Zuxdguq Datzkxmo,978-2896658583,1963,3.1,2939,"['Biography', 'History']",575,German,Publisher 37,7.986164860332727,False,Medium,1960,2,3.1,1
An Vbj9i0,Zywqfj Bndoawm,978-8629931073,1909,2.4,4993,"['Science Fiction', 'Non-Fiction']",342,French,Publisher 22,8.515992470839718,False,Low,1900,2,2.4,1
An 5mgaps,Beiicdxn Dsxpihpr,978-9485409479,1915,1.7,276,"['Fantasy', 'Biography', 'Classics']",623,Spanish,Publisher 33,5.6240175061873385,False,Low,1910,3,1.7,1
An J2qnpu,Qhwbkd Rmiwvsl,978-1325992615,1976,3.7,3627,['Non-Fiction'],935,French,Publisher 25,8.196436811235026,False,Medium,1970,1,3.7,1
My Qet36n,Fmwwpo Baxlykwn,978-7970351438,1931,1.1,474,"['Romance', 'Fiction', 'History']",486,German,Publisher 42,6.163314804034641,False,Low,1930,3,1.1,1
A Ystqkw,Wjzlv Gsxwein,978-5819464451,1991,4.3,4883,"['Classics', 'Biography']",210,Spanish,Publisher 20,8.493719835230594,True,High,1990,2,4.3,1
The Ezelnq,Zdrmou Eyzzyzjt,978-7050494736,1943,4.4,4782,['Biography'],342,Chinese,Publisher 7,8.472823243680297,True,High,1940,1,4.4,1
The 4yugyf,Lqwnrtfa Fvqwo,978-1612190160,1990,4.3,3636,['Fantasy'],187,German,Publisher 32,8.198914444986988,True,High,1990,1,4.3,1
The 8n7avj,Stabayn Agztxze,978-4363658095,1956,2.1,1737,"['Mystery', 'Science Fiction']",411,French,Publisher 44,7.460490305825337,False,Low,1950,2,2.1,1
My Awhkqu,Cgezdgos Qhuwm,978-8074560962,1922,5.0,1272,"['History', 'Romance']",803,German,Publisher 7,7.149131598557406,True,High,1920,2,5.0,1
The Qmh08p,Czktc Ouchsx,978-6089736546,1982,3.8,1343,"['Romance', 'Fiction']",97,English,Publisher 47,7.203405521083095,False,Medium,1980,2,3.8,1
My Giappm,Lpjdd Ahkqf,978-7301146360,1996,3.9,4694,['Science Fiction'],255,German,Publisher 36,8.454253391642363,False,Medium,1990,1,3.9,1
My Hacmwu,Fbsaa Zjbgje,978-5955411925,1906,4.1,3707,"['Fiction', 'Mystery', 'Romance']",511,French,Publisher 35,8.218247926685745,True,High,1900,3,4.1,1
A Ho2fhq,Eyryuki Zauqtht,978-5742305515,1973,2.9,1087,"['Classics', 'Non-Fiction', 'History']",102,English,Publisher 36,6.992096427415888,False,Low,1970,3,2.9,1
My Dxxtfv,Cchul Gwenat,978-7383155056,1977,3.8,2856,"['History', 'Romance', 'Science Fiction']",394,English,Publisher 39,7.957527402230773,False,Medium,1970,3,3.8,1
The K9hu7b,Gpilt Tmmiw,978-9566398233,1933,2.7,1760,"['History', 'Mystery']",335,English,Publisher 17,7.473637108496206,False,Low,1930,2,2.7,1
The X4tfzz,Ptfjns Ekoxuf,978-9057145822,2000,4.6,2321,"['Science Fiction', 'Classics', 'History']",570,English,Publisher 36,7.7501841622578365,True,High,2000,3,4.6,1
My Pkyzhc,Mzmusq Ewmvkgql,978-2365911513,2020,4.6,4001,"['Mystery', 'Romance', 'Non-Fiction']",200,German,Publisher 1,8.294549515143679,True,High,2020,3,4.6,1
An Ssl3gu,Atsrvj Zqrrojo,978-6794475028,2011,4.4,2243,"['Fiction', 'Non-Fiction']",426,English,Publisher 20,7.716015266642587,True,High,2010,2,4.4,1
A Hej12w,Sytxt Axcymm,978-3574528265,1986,3.9,836,['Fantasy'],596,French,Publisher 24,6.729824070489475,False,Medium,1980,1,3.9,1
The Mosebu,Nhzkjiz Xubdbq,978-5628971702,2006,3.2,3293,['Classics'],568,English,Publisher 14,8.099857910737585,False,Medium,2000,1,3.2,1
The 8v2exs,Xudhljf Jghqtzi,978-6066285039,2019,4.9,1700,"['Classics', 'Fantasy', 'History']",405,German,Publisher 48,7.438971592395862,True,High,2010,3,4.9,1
The Esldu8,Ldeymvhq Fedwf,978-5178007797,1983,4.4,591,"['Mystery', 'Thriller']",474,Spanish,Publisher 2,6.3835066348840055,True,High,1980,2,4.4,1
The Mxf9gf,Jeadbrb Rbcyotbj,978-9690663117,1912,1.3,3462,['Biography'],835,English,Publisher 4,8.149890544402421,False,Low,1910,1,1.3,1
A Mbphog,Pfzjjnv Mcwooh,978-4285208816,1999,3.0,59,['Non-Fiction'],629,Spanish,Publisher 7,4.0943445622221,False,Low,1990,1,3.0,1
An Prica3,Ktnoo Qqfoj,978-2847709439,2022,2.1,219,['Fantasy'],692,English,Publisher 25,5.393627546352361,False,Low,2020,1,2.1,1
A Erxzwx,Laufy Jcmnm,978-3856432639,1970,2.5,2748,"['History', 'Non-Fiction', 'Mystery']",749,German,Publisher 6,7.918992488165245,False,Low,1970,3,2.5,1
The T0pwwh,Dipdkcyq Xecsv,978-1562946532,1961,4.0,2261,"['History', 'Fiction', 'Classics']",475,Spanish,Publisher 7,7.724004656676065,True,Medium,1960,3,4.0,1
The Utnyry,Ifzkqay Jbyua,978-9254969234,1943,4.3,1740,['Fantasy'],161,Chinese,Publisher 33,7.462214939768189,True,High,1940,1,4.3,1
The 1yjnzw,Mumunk Qlilov,978-5763552381,1996,1.6,2082,"['Fantasy', 'Thriller']",128,Chinese,Publisher 38,7.641564441260972,False,Low,1990,2,1.6,1
The Wx72au,Mnhsrwsy Ctbouxli,978-8624548863,1933,1.8,4219,['Non-Fiction'],637,English,Publisher 34,8.347590407030058,False,Low,1930,1,1.8,1
A 0v5f3c,Nynyxxro Ddjyz,978-4262627591,1919,2.1,3139,"['Classics', 'Non-Fiction', 'Thriller']",246,Chinese,Publisher 48,8.051978078902298,False,Low,1910,3,2.1,1
The Tez0cw,Snkewzdx Uhpcj,978-3583199629,1921,1.9,1528,"['Fantasy', 'Biography']",780,German,Publisher 19,7.332369205929062,False,Low,1920,2,1.9,1
My 4iq1v3,Juemqvh Rnnmqo,978-9468117050,1987,3.1,2375,"['Non-Fiction', 'History', 'Classics']",248,German,Publisher 49,7.773173680482535,False,Medium,1980,3,3.1,1
An L3j1ur,Yeuepza Crrxhfb,978-1576535288,1926,4.2,2738,"['Romance', 'Fiction']",955,English,Publisher 8,7.915348169263078,True,High,1920,2,4.2,1
The Q60vij,Qgmldun Qvbwv,978-2465554418,1944,4.9,899,"['Fiction', 'Mystery']",136,German,Publisher 46,6.802394763324311,True,High,1940,2,4.9,1
My Pphh7k,Fsvenb Ltpcz,978-7354183499,1987,3.1,2485,"['Science Fiction', 'Non-Fiction', 'Thriller']",266,Chinese,Publisher 17,7.818430272070656,False,Medium,1980,3,3.1,1
A Lah5fj,Uyxni Otzmwqq,978-5533428169,1963,2.9,1066,['Romance'],353,Spanish,Publisher 19,6.9726062513017535,False,Low,1960,1,2.9,1
The Ktqgko,Bltrw Gcifzj,978-3287218405,1938,1.7,626,"['Classics', 'Fiction']",762,English,Publisher 19,6.44094654063292,False,Low,1930,2,1.7,1
My Ddtkgy,Gmwyuun Bcgsa,978-8881875614,2007,4.5,383,"['Science Fiction', 'Mystery']",998,Chinese,Publisher 10,5.950642552587727,True,High,2000,2,4.5,1
An Yvej7o,Hldef Dgxydtau,978-7234093842,2021,4.0,269,['Science Fiction'],868,French,Publisher 10,5.598421958998374,True,Medium,2020,1,4.0,1
An P19tdx,Zmbyqtq Jzullqmy,978-1446771138,1911,2.2,2267,"['Thriller', 'Fantasy']",181,German,Publisher 23,7.7266536648476425,False,Low,1910,2,2.2,1
An Ikbfsy,Wsupq Fnbgyysb,978-2779935073,1968,1.2,2497,"['Thriller', 'Fantasy', 'Classics']",688,German,Publisher 3,7.823245690685523,False,Low,1960,3,1.2,1
The V5goqp,Lrjpxsi Fulkbx,978-8910046879,1947,2.1,2088,['Biography'],906,Spanish,Publisher 12,7.644440761556566,False,Low,1940,1,2.1,1
My Vmdydh,Qufzduyw Pvwubgcy,978-9481526264,1903,1.2,2894,"['Romance', 'Mystery']",746,Spanish,Publisher 50,7.970740390007095,False,Low,1900,2,1.2,1
A Gxh50y,Zlqib Lofuvvor,978-6651086349,2019,3.5,2614,"['Classics', 'Biography', 'Romance']",607,Spanish,Publisher 32,7.869019376499023,False,Medium,2010,3,3.5,1
A M7dlni,Zusqj Vctcuk,978-1902902555,1926,4.5,1449,['Biography'],905,English,Publisher 21,7.27931883541462,True,High,1920,1,4.5,1
A Bxdgfq,Mvmwxjrh Sipbau,978-8927215446,1954,4.0,4165,"['History', 'Non-Fiction']",898,Spanish,Publisher 34,8.334711621820917,True,Medium,1950,2,4.0,1
A Qwmsrw,Mrubvyut Weyfnf,978-9200772694,1972,4.1,2422,"['Science Fiction', 'Biography', 'Fiction']",878,French,Publisher 9,7.792761720816525,True,High,1970,3,4.1,1
A Cbouak,Eanvpkjy Uoenqr,978-2821793087,1976,2.3,726,"['History', 'Romance']",693,French,Publisher 47,6.588926477533519,False,Low,1970,2,2.3,1
The Dq2dou,Nadun Lojqgras,978-1138367187,2006,2.2,4872,['Non-Fiction'],478,Chinese,Publisher 14,8.491465042843506,False,Low,2000,1,2.2,1
The 64nwms,Qmmmkvv Fogmrzw,978-6995770786,1964,4.2,855,"['Non-Fiction', 'History', 'Mystery']",797,Spanish,Publisher 46,6.752270376141742,True,High,1960,3,4.2,1
The 3arart,Hblcld Jkyiohj,978-6734242425,2019,3.9,385,"['Non-Fiction', 'Romance', 'Biography']",785,German,Publisher 45,5.955837369464831,False,Medium,2010,3,3.9,1
My Cxmeoj,Phpyf Mcqwilf,978-3508754811,1950,4.7,1611,"['Fantasy', 'Romance']",783,Spanish,Publisher 18,7.385230923066573,True,High,1950,2,4.7,1
The Sinedj,Kaayj Dtdlqk,978-8437926705,1949,2.0,3713,"['Biography', 'Mystery', 'Science Fiction']",418,Spanish,Publisher 26,8.219864741912652,False,Low,1940,3,2.0,1
An Yhqumc,Awdng Afittpx,978-8973732013,2015,3.8,4530,"['Biography', 'Classics', 'Romance']",712,French,Publisher 42,8.418697944667137,False,Medium,2010,3,3.8,1
A Zkeala,Iutelyzv Qoyfwdso,978-8136896322,1904,2.6,4546,['Biography'],926,English,Publisher 48,8.42222295382501,False,Low,1900,1,2.6,1
An Go2udo,Ilssc Uxajpq,978-6995405981,1960,1.7,4459,"['Mystery', 'Science Fiction', 'Fantasy']",50,Spanish,Publisher 2,8.40290404501411,False,Low,1960,3,1.7,1
An Q64ibw,Nvugkweu Ygtwqd,978-1007366418,1972,2.3,4321,['Fantasy'],517,French,Publisher 15,8.371473537066832,False,Low,1970,1,2.3,1
My K6um7x,Aehtqk Circjjkv,978-4050867541,2015,2.2,3711,"['Biography', 'Thriller']",635,Chinese,Publisher 29,8.21932609390609,False,Low,2010,2,2.2,1
An Yda5dz,Vgwcujt Afdicjhk,978-2135798581,1989,1.4,893,"['Biography', 'Fantasy']",566,English,Publisher 8,6.795705775173514,False,Low,1980,2,1.4,1
My 2hjk0t,Tqqlonw Lxqmb,978-3008269788,1986,5.0,2955,"['Non-Fiction', 'History']",869,German,Publisher 25,7.991592282068092,True,High,1980,2,5.0,1
An 5wt32d,Iqdkda Xkqzyjz,978-2092909374,1921,2.9,3708,['Fiction'],802,German,Publisher 32,8.21851757748959,False,Low,1920,1,2.9,1
The Lzpq6m,Gfydsh Smvnfz,978-8295020777,2000,1.8,1241,"['Science Fiction', 'History']",319,Spanish,Publisher 34,7.124478262493424,False,Low,2000,2,1.8,1
A Nhovnh,Parskh Wmleqgf,978-9206516718,2014,1.7,1625,"['Romance', 'Thriller', 'Fantasy']",341,German,Publisher 37,7.3938782901077555,False,Low,2010,3,1.7,1
The Lagfqh,Kulvsuwb Pytpyvi,978-7477772825,1947,3.9,4288,"['Classics', 'History']",988,French,Publisher 24,8.36380888451688,False,Medium,1940,2,3.9,1
The Ehwftm,Txjrw Zsikh,978-5058981263,1937,1.3,113,['Thriller'],317,Spanish,Publisher 15,4.736198448394496,False,Low,1930,1,1.3,1
The K2p4gx,Hmiusz Mlzoq,978-9765898050,2012,2.2,372,"['Fiction', 'History', 'Fantasy']",992,English,Publisher 33,5.921578419643815,False,Low,2010,3,2.2,1
The Yr6pqw,Tkgpaxl Bwqeqrus,978-8269944965,1948,4.0,4853,['Science Fiction'],340,Chinese,Publisher 32,8.487558386286546,True,Medium,1940,1,4.0,1
The Yvhkjf,Mnkiyr Haxgeml,978-9123930691,1963,3.9,3678,['Classics'],470,Spanish,Publisher 8,8.210396255104774,False,Medium,1960,1,3.9,1
A Viwc7l,Pydzgf Gpvvs,978-1967378374,1938,3.4,3909,"['Classics', 'Fantasy', 'Thriller']",714,Spanish,Publisher 42,8.271292652979412,False,Medium,1930,3,3.4,1
A G8vncu,Icfyu Awqod,978-9458688011,1944,2.0,4505,"['Thriller', 'Non-Fiction', 'Classics']",570,Spanish,Publisher 36,8.41316512099219,False,Low,1940,3,2.0,1
A T1jfdm,Fcziaw Gfcyg,978-1006866953,1941,4.3,93,['Fiction'],270,Spanish,Publisher 42,4.543294782270004,True,High,1940,1,4.3,1
My Oaztld,Gnfmkbr Gqvdy,978-8239769001,1909,3.3,4027,"['Non-Fiction', 'Fantasy']",480,English,Publisher 7,8.301025253838453,False,Medium,1900,2,3.3,1
My 0nvesh,Mrwhid Sivlwvbp,978-6053082037,2022,4.6,3976,"['History', 'Fantasy', 'Science Fiction']",859,English,Publisher 21,8.28828304520769,True,High,2020,3,4.6,1
A Lo9rma,Jrgzbapw Lpgntuti,978-2949683933,1923,2.2,3201,['Biography'],870,French,Publisher 5,8.071530893556659,False,Low,1920,1,2.2,1
An Lfai5j,Uscvxx Tixae,978-8539683740,1939,1.4,735,['Fantasy'],214,Spanish,Publisher 13,6.601230118728876,False,Low,1930,1,1.4,1
A U6cxp4,Neiihs Lckwni,978-7254394043,1933,3.1,53,"['Thriller', 'Mystery', 'Fiction']",296,French,Publisher 38,3.988984046564274,False,Medium,1930,3,3.1,1
The Kayset,Seiaa Mjfouecy,978-9998655951,1904,3.5,2049,"['History', 'Thriller']",657,Spanish,Publisher 19,7.6255950721324535,False,Medium,1900,2,3.5,1
A Dhshpc,Evaucf Frurdba,978-3480923388,1997,4.3,4328,['History'],904,German,Publisher 43,8.37309184744198,True,High,1990,1,4.3,1
My Jlldl5,Svmduvt Mebta,978-8988494577,1934,4.0,595,"['Science Fiction', 'Thriller']",913,Chinese,Publisher 47,6.390240667065349,True,Medium,1930,2,4.0,1
My Pmhr8a,Miwvix Ungakjxa,978-8160058442,2010,2.8,3373,['Thriller'],170,Chinese,Publisher 7,8.123854263105914,False,Low,2010,1,2.8,1
A G5hpkw,Dbzom Xzipyi,978-3876412121,1904,2.0,223,"['Science Fiction', 'Biography', 'Classics']",321,English,Publisher 18,5.4116460518550396,False,Low,1900,3,2.0,1
My Lkkakj,Thseloob Amlft,978-1438028358,1950,1.1,634,"['Science Fiction', 'Mystery', 'Biography']",444,French,Publisher 43,6.453624998892692,False,Low,1950,3,1.1,1
An 7jvemy,Gqsyea Vvsquab,978-6146264402,1921,2.0,2441,['Thriller'],451,German,Publisher 24,7.80057265467065,False,Low,1920,1,2.0,1
The Pgbrab,Kwchnwr Kfgbsvh,978-4037549429,1907,2.5,3686,"['Classics', 'History', 'Fantasy']",985,Chinese,Publisher 39,8.212568398234144,False,Low,1900,3,2.5,1
An Rvdkck,Hvqjhgdv Nrxodpin,978-4908629640,1910,2.9,3769,['Fiction'],409,German,Publisher 45,8.234830280442056,False,Low,1910,1,2.9,1
An S4iwsk,Xgevywg Gxtah,978-6662941112,1966,1.3,4074,['Thriller'],523,English,Publisher 21,8.312626025674962,False,Low,1960,1,1.3,1
A Mq4jpc,Dyzjwln Rhbuf,978-7460911590,1946,1.7,4237,['Classics'],418,English,Publisher 19,8.351846738828245,False,Low,1940,1,1.7,1
A Iplg89,Pargssdc Qducqk,978-4149574983,1964,2.6,1119,['Thriller'],708,German,Publisher 27,7.02108396428914,False,Low,1960,1,2.6,1
