title,author,isbn,publication_year,rating,reviews,genres,page_count,language,publisher
An Tcpirh,Kjtji Cwqet,978-7754595990,1927,4.4,179,"['History', 'Non-Fiction']",683,French,Publisher 15
A Yqulcc,Gelcyvx Qjquzmm,978-9037249259,1935,3.8,1022,"['Fantasy', 'Science Fiction']",440,English,Publisher 26
The Lcvita,Ltbqelaa Rjcmcwgv,978-5155552666,1914,4.8,1751,['Biography'],874,German,Publisher 14
An 5birjk,Cfmwd Ltrrgn,978-8224910644,1998,2.5,2178,"['Fantasy', 'Non-Fiction']",783,German,Publisher 28
A A51ouf,Oqkkiwbu Ltstff,978-3707059296,1990,2.4,2310,['Romance'],700,French,Publisher 36
My Exjfnb,Aqloowup Vdvonf,978-4509443372,1974,3.2,170,"['Romance', 'Fiction', 'Non-Fiction']",795,Spanish,Publisher 41
A Waidso,Nqqxvbd Woqhehnc,978-5004121598,1958,4.4,3368,"['Non-Fiction', 'Romance']",367,English,Publisher 49
A Ajfaox,Giqfpeom Gohbur,978-9365813391,1977,1.1,3596,['Biography'],583,English,Publisher 26
The Tznvly,Ggjchsug Ntciekh,978-6590245772,1932,1.5,553,['Non-Fiction'],416,Chinese,Publisher 28
The Rryqcg,Bmwif Hbenmxe,978-6119212947,2022,3.3,1701,['Fiction'],457,French,Publisher 41
A Cveqcs,Kuvbns Kmrli,978-8708421326,1956,2.3,1941,"['Fiction', 'Science Fiction']",396,French,Publisher 28
A Bnwhk7,Jyavwwz Gzbwage,978-2002518071,2023,4.7,4809,['Romance'],721,German,Publisher 32
My Sxbigr,Oqohp Wevlo,978-1756961441,1958,1.5,3338,"['Science Fiction', 'Biography', 'Fiction']",601,German,Publisher 24
A Vfsf2t,Tfpgawtm Jrjhj,978-2242114199,1913,1.6,3276,"['History', 'Fiction', 'Fantasy']",702,Chinese,Publisher 38
My 5wqips,Ubeava Gdlxpyn,978-2628553862,1974,1.8,2534,"['Thriller', 'Non-Fiction']",986,German,Publisher 15
A Ttp7jm,Mqnzpf Vhbfy,978-7564246667,1974,3.5,1327,"['Romance', 'History']",663,French,Publisher 33
An Fsyyxr,Zbjqj Dzmuwx,978-2195248654,2017,2.4,155,"['History', 'Biography']",894,German,Publisher 37
An Xc4zaw,Yytebhuf Ikbwu,978-9194658531,1901,3.5,4298,['Romance'],882,English,Publisher 24
A 3zpmlt,Fssvbth Hrujf,978-8200177349,2012,4.5,4746,['Thriller'],158,English,Publisher 36
A Ts6m5j,Mymmwvl Ivmhq,978-3780872697,1988,3.1,4501,['History'],479,Chinese,Publisher 31
The Vtk0aj,Htgwjhrs Voishg,978-8357172825,1997,2.8,1319,"['Fantasy', 'Biography', 'Thriller']",288,Chinese,Publisher 20
A Vuzuhu,Mccdtyg Dlijlrx,978-9485367501,1919,3.0,1361,"['Mystery', 'Thriller']",68,German,Publisher 3
The 314lq7,Vdoqcwvw Knzlfnb,978-5208881289,1931,1.1,2759,"['Classics', 'Biography', 'Thriller']",698,English,Publisher 27
My Hkbt7i,Cohjezub Jnwksuw,978-8823362499,2010,4.0,1426,"['Classics', 'Romance', 'Mystery']",413,English,Publisher 11
The Qurvdw,Flccbrx Psfrfbbl,978-9778092457,1941,3.9,3851,['Science Fiction'],117,German,Publisher 32
The Plsdiw,Bjlirx Qorytcu,978-5663480369,1905,3.9,2180,"['History', 'Non-Fiction']",740,English,Publisher 4
An G3uybw,Yomdiwjn Vudkrxq,978-9343352366,1986,2.6,3794,"['Classics', 'Science Fiction', 'Romance']",61,Chinese,Publisher 33
My Czquui,Ovyvrewj Vlyrp,978-1010404496,1924,3.0,1457,"['Classics', 'Romance']",367,German,Publisher 43
An 5nbugi,Rqvezi Oiqwbrtw,978-6044080753,2002,4.0,4166,"['Thriller', 'Fiction']",152,Spanish,Publisher 39
The Cmbeib,Gqdkheu Eprwts,978-1350536005,2022,4.5,3519,['Mystery'],176,French,Publisher 6
An D88bv6,Idxcy Nhrrmrx,978-5379635710,1964,1.3,1600,['Romance'],860,English,Publisher 6
An Czbbjp,Lmvldz Hvgfjfs,978-5069509475,2001,3.4,4020,"['Biography', 'Thriller', 'Fantasy']",259,Chinese,Publisher 49
An 8fnp2f,Rcfuzfj Esixcwm,978-6802357242,2009,4.5,552,"['Fantasy', 'Romance', 'Mystery']",522,English,Publisher 50
A Lllqj0,Wjrfrg Tsxkpcld,978-4674867627,1995,3.0,1788,"['Fiction', 'Romance', 'Thriller']",928,English,Publisher 37
A 7x998g,Ozfpsx Orbabx,978-4324800083,2008,2.4,3466,['Science Fiction'],598,English,Publisher 32
The Qzbpoi,Veknlieo Udjzqgiv,978-1492917327,2022,2.0,4773,"['Classics', 'Thriller', 'Fantasy']",401,Chinese,Publisher 2
My Fpwxgg,Sxmrv Nrxcv,978-3217672892,1960,2.8,3850,"['History', 'Thriller', 'Science Fiction']",962,English,Publisher 2
An 6numgd,Pnzwqarl Fwokm,978-6298082953,2017,1.9,4702,"['Classics', 'History', 'Fantasy']",598,Chinese,Publisher 20
A 9gsbfs,Qtwldjg Xwqoksv,978-3428890578,2021,2.0,2072,"['Thriller', 'Biography', 'Fantasy']",737,Spanish,Publisher 30
A Ppd1rd,Tqzvyp Kjxeh,978-2918184431,1901,3.3,994,['Biography'],171,German,Publisher 12
A Ick5qw,Kwrmim Rcljx,978-2800889935,2000,4.0,2758,"['History', 'Non-Fiction', 'Mystery']",662,French,Publisher 32
An Fmnzeh,Gqwgdjx Fgwyv,978-6848757566,1981,3.0,1158,"['History', 'Fiction']",616,English,Publisher 9
An Yszz9f,Aajvaxpz Txgww,978-9487156068,1942,4.5,496,"['Science Fiction', 'Non-Fiction']",797,Chinese,Publisher 36
An Pjziuu,Gtzcdgp Xfaks,978-6243768667,1909,2.9,1269,"['Fantasy', 'Science Fiction', 'Romance']",121,German,Publisher 26
My Wgt3g4,Zriavo Yadbqr,978-2487552680,1997,2.1,4832,"['Non-Fiction', 'Classics', 'Romance']",714,Spanish,Publisher 32
An Bvhsna,Auhyp Xhmji,978-2363761520,1959,1.8,163,['History'],345,Spanish,Publisher 46
The 4ujdyc,Yocdj Bizpmbwp,978-2202495746,1926,2.9,2104,['Thriller'],978,German,Publisher 42
A Pr1c72,Rzwfiypt Skaehc,978-8465339126,1943,3.1,640,['Classics'],75,French,Publisher 9
An Wt8dts,Deziiygg Ftbbtf,978-5998633953,1936,2.8,2351,['Non-Fiction'],606,English,Publisher 44
The Zc2ohk,Akalq Wtvmc,978-1730834921,1995,2.8,4489,['Thriller'],420,Spanish,Publisher 10
An Hk93cp,Bjlrbh Gmevwwy,978-6768250593,1997,2.7,1164,"['Biography', 'Science Fiction', 'Fiction']",642,French,Publisher 46
A Shlkuc,Qaqbm Quqoht,978-3523787395,1976,1.2,1459,"['Biography', 'Fiction']",761,Chinese,Publisher 48
A Mbk8ld,Avazvzv Nejrn,978-6924285504,1925,4.4,2852,['Thriller'],688,German,Publisher 37
The Lgm8il,Rerlcdcb Dqslkjxy,978-5088904876,2019,5.0,2912,"['Romance', 'Mystery', 'History']",694,German,Publisher 34
My Jisa3e,Geblzco Oxzwr,978-2835283126,1990,1.4,2239,['Non-Fiction'],754,Spanish,Publisher 9
My 34pqci,Sfdtr Musecg,978-5774703118,1996,4.6,1318,"['Mystery', 'History']",475,French,Publisher 15
My 2umu5l,Qotgkpd Egjdahjg,978-6307645787,2020,3.7,3803,"['Romance', 'Fantasy', 'Classics']",499,French,Publisher 32
My Gofutm,Ueksm Rotiypw,978-8468056909,1959,2.8,3058,['Thriller'],213,Chinese,Publisher 21
An 0gozyf,Emqns Emrij,978-4424434326,2000,4.0,2533,"['Science Fiction', 'Biography', 'History']",587,Spanish,Publisher 46
The Gswbfq,Rophnvhp Gjwkec,978-6412271126,1976,1.1,1394,['Romance'],929,French,Publisher 21
The Ibwycf,Sbecbxi Jlnjrann,978-7024436257,1996,3.6,2344,['History'],547,English,Publisher 40
An Ilasz2,Kelvx Qsmoiy,978-9569234485,1941,3.0,1915,"['Mystery', 'Science Fiction', 'Romance']",455,German,Publisher 18
An 1m8qjf,Yanuuad Jauqrkx,978-4360190951,1909,2.3,3889,"['Thriller', 'History', 'Romance']",55,French,Publisher 26
My 59jz6v,Xnjgat Uiixi,978-2369724696,1951,2.1,481,"['Non-Fiction', 'Thriller']",298,Chinese,Publisher 35
An Atrds0,Tpkhjx Xlxbns,978-5313415456,1940,2.5,3330,['Science Fiction'],922,French,Publisher 9
An Smj9ce,Buhnm Zebknod,978-3829014528,1991,3.6,3918,"['History', 'Thriller', 'Biography']",72,English,Publisher 1
My Qjbfys,Nyxnraup Gqzix,978-6114255631,1971,1.0,1929,['Non-Fiction'],900,Chinese,Publisher 14
An Nqjiov,Mpxht Xhvfcv,978-9055801343,1933,3.3,1558,['Mystery'],864,Chinese,Publisher 42
The R9wccx,Vmmfbsnw Vblpl,978-8095925942,1952,3.9,3006,"['Mystery', 'History']",886,Chinese,Publisher 23
A Ywnr5v,Anyhpcgs Edrekqm,978-5044829186,1992,2.8,4883,['Non-Fiction'],668,German,Publisher 4
My 1c3t0x,Onnhpk Wfmxbwlb,978-7906838776,1925,1.5,1068,['Classics'],205,German,Publisher 31
My Xbkkm7,Guiyhj Jrgugt,978-1533812564,1931,1.6,828,"['Classics', 'Thriller', 'Science Fiction']",159,Chinese,Publisher 43
My Mgirph,Cikezq Acelo,978-8235515092,1917,4.0,2732,['Science Fiction'],780,Chinese,Publisher 46
An Dwmbiy,Euktzrpr Wvoge,978-5052170110,1933,1.7,785,"['Non-Fiction', 'Biography']",175,Chinese,Publisher 43
The Gvd78u,Rcblq Ypizlv,978-9966131366,2004,4.3,2252,['Classics'],178,French,Publisher 47
A Nxicsh,Tkgkqhl Oxusor,978-4479114719,1978,4.3,2526,"['Classics', 'Thriller']",237,English,Publisher 42
An H6akif,Dxyjtua Qupyki,978-9582776929,1902,3.6,4912,"['Non-Fiction', 'Science Fiction']",773,English,Publisher 34
My Exafja,Gzoafrj Dpjmqb,978-6113743518,1975,3.0,3305,"['Classics', 'Thriller']",397,Chinese,Publisher 46
The 7m7fyj,Boyibai Jcbvll,978-1780919604,2009,1.6,4825,"['Fantasy', 'Thriller']",525,Spanish,Publisher 8
An Clo0yo,Xxljnc Bfsln,978-5524805208,1985,3.7,1458,['Fantasy'],281,Chinese,Publisher 12
The Gkvxcl,Zrrxup Iyhcq,978-5024297961,1931,1.4,720,"['Thriller', 'Classics', 'Non-Fiction']",349,German,Publisher 40
The Tdc52o,Rgmrhlie Zsmvo,978-4449629476,2005,4.5,76,['Biography'],456,French,Publisher 39
My Goatcz,Zninjb Mcjauel,978-1135721137,2013,1.7,299,"['Science Fiction', 'Thriller']",316,French,Publisher 44
The Rfbdkd,Osbrpzg Bdwnco,978-1550786248,1907,4.3,641,"['History', 'Romance']",127,Chinese,Publisher 39
The Oifoco,Tydtk Jdjydqc,978-3138194695,1941,1.8,4469,"['Thriller', 'History', 'Mystery']",281,English,Publisher 37
The Jsm8dz,Geucs Ehijxc,978-2664706592,1937,4.6,4532,"['Biography', 'Fiction']",913,French,Publisher 27
The Svvdm3,Buwjxv Iscfhn,978-3185938626,1979,2.5,636,['Classics'],904,Chinese,Publisher 18
The Iznse2,Rfmyfy Dxezxm,978-3600246598,1919,1.4,2775,"['Classics', 'Non-Fiction', 'Thriller']",674,English,Publisher 13
An Re3nzh,Eficlg Lbswx,978-5675361708,1925,4.6,1496,"['History', 'Science Fiction']",965,Chinese,Publisher 36
A 23qhrc,Mbacdnr Unxdce,978-8593763050,1903,3.2,4838,"['Fiction', 'Fantasy', 'Romance']",955,Chinese,Publisher 47
An 9di1yo,Jmpoby Nmtgwsp,978-8799091874,1946,4.2,3023,"['Thriller', 'Romance', 'Science Fiction']",492,English,Publisher 14
An Pwvwle,Hwzmjip Sspyml,978-8566496667,1920,4.5,3531,"['Thriller', 'Biography']",569,German,Publisher 36
An Eelur5,Ygreocnr Uuhwhp,978-9098117642,1928,1.6,3620,"['Classics', 'Romance', 'Thriller']",692,Chinese,Publisher 29
The Wfhrib,Yqplqse Irqqgh,978-6959884977,1955,2.7,3987,['Science Fiction'],330,Spanish,Publisher 21
The W1g6mv,Mcippq Nezupa,978-9447302820,1958,2.8,4865,"['Romance', 'History']",213,Spanish,Publisher 32
The Dac507,Jxbdb Farfsudv,978-8859700625,1945,4.1,140,['Classics'],83,English,Publisher 26
The P6mwww,Osibk Wpzpzpe,978-5964462283,1941,3.3,3580,['History'],685,Chinese,Publisher 14
My Owiycy,Ozkkstb Zyhkmepb,978-5972961533,1922,4.2,4312,"['Thriller', 'Romance', 'History']",266,Spanish,Publisher 16
An Y0xbfa,Kxvevw Mxjblun,978-1373342468,1988,3.7,1162,"['Mystery', 'Thriller']",257,English,Publisher 46
The Nmpgos,Kwiqlnn Sizqs,978-3726382240,1976,1.2,1692,"['Science Fiction', 'Biography']",681,English,Publisher 44
My Woeiu9,Xhmgi Eaufdp,978-6238727586,1905,4.6,2059,['History'],511,Spanish,Publisher 6
My Byaft8,Xiefwl Kwchhvd,978-3552661711,1906,2.4,412,"['Biography', 'Mystery', 'Science Fiction']",513,French,Publisher 2
My Da0pdy,Oqelbp Mnxvs,978-9437695579,1931,3.7,2795,['Mystery'],837,German,Publisher 23
My Ljz0t7,Daiyofl Oumflpe,978-4005383242,1903,3.0,148,['Biography'],157,Spanish,Publisher 9
My Idotxx,Nrnwy Bnupsgjh,978-1960636750,1912,2.3,1083,"['Fiction', 'Science Fiction', 'Biography']",569,French,Publisher 3
The Dft3ur,Kqypougq Nfxfei,978-2164407550,2020,2.7,4163,"['Science Fiction', 'History']",358,German,Publisher 16
My Yg6ixg,Ikghowh Pfbqkjh,978-6727088820,1940,3.1,2820,['Classics'],692,German,Publisher 23
An 3gw6fp,Getrfxs Bjavuzb,978-5685618181,1941,1.5,1434,"['Biography', 'Mystery']",947,Chinese,Publisher 25
A U80isq,Wctpna Amfhrlsi,978-1806948500,1977,4.8,4368,"['Non-Fiction', 'Fantasy', 'Thriller']",859,French,Publisher 25
A Usx90f,Ydbhrxi Lntgebvp,978-1422695440,1960,1.5,3789,"['Science Fiction', 'Fantasy', 'Fiction']",625,English,Publisher 50
A 2ezscw,Rmvufo Llgojqdk,978-3217109716,1975,1.4,2770,"['Biography', 'Thriller', 'Science Fiction']",981,Spanish,Publisher 39
An 6xwh2p,Kgptznnu Lfnobba,978-5752446728,1935,3.7,4425,"['Romance', 'Science Fiction']",319,German,Publisher 26
An Xzz6mh,Ygoysyk Jodret,978-6227392575,1991,3.4,2525,['Classics'],103,Chinese,Publisher 37
A Ohzlbo,Rlkughcj Adrzmul,978-5166327180,1934,4.5,2846,"['Fiction', 'Biography']",990,German,Publisher 25
An Amzqh3,Lahmxdv Rsfvfk,978-4633320001,2006,4.1,2431,"['Non-Fiction', 'Thriller']",735,Spanish,Publisher 32
My Tt5gsz,Zhoko Hwyagom,978-1870756427,1963,2.0,4003,"['Classics', 'Mystery']",181,English,Publisher 50
An Ymz4m9,Pblaaxa Ivxswtq,978-1424089582,2022,1.6,4823,"['Mystery', 'Fantasy', 'Fiction']",884,Chinese,Publisher 10
An Luizzf,Uijggdl Mhtgyd,978-7598483694,1961,2.1,4264,['Classics'],190,English,Publisher 34
An Peswgu,Xeqdharr Sklgsxd,978-8674537247,1924,1.1,1869,"['Mystery', 'Classics', 'Non-Fiction']",684,German,Publisher 45
The Kdm2wl,Uefgbytu Hkqlj,978-9779986529,1991,1.4,3201,"['Fantasy', 'Mystery', 'Biography']",521,English,Publisher 31
An 6j7cgj,Cyitocl Ymblxn,978-3466694242,2021,4.3,1371,"['Fantasy', 'Fiction']",688,Spanish,Publisher 31
An Vm0o0l,Yddvibj Xeezxvnm,978-5689124287,2002,2.3,3891,"['Romance', 'Non-Fiction', 'History']",189,Chinese,Publisher 39
The V0g2hi,Fwvjr Supzzg,978-8279752650,1971,2.0,544,"['History', 'Fantasy']",638,English,Publisher 23
An Lzbvnl,Jtfduq Dxyrp,978-8287408140,1934,1.7,3801,"['Classics', 'Fiction', 'History']",496,English,Publisher 13
A Jnyxpv,Dhkgpdz Kxpgwf,978-1082408258,1943,2.3,144,"['Non-Fiction', 'Fiction']",714,German,Publisher 24
The Mc5aes,Iwkrdm Hleutn,978-6219703682,1952,3.4,3570,"['History', 'Mystery', 'Classics']",396,Spanish,Publisher 11
A Wioy0h,Qlkinqvm Xetnbc,978-2236544865,1901,3.2,1398,"['Fiction', 'History', 'Mystery']",957,French,Publisher 43
An Ihenkr,Nrrcftfv Thubd,978-2824355569,1940,4.8,4588,"['Non-Fiction', 'History']",976,Spanish,Publisher 24
An Szo1yg,Dosfqhtr Dkqnlmm,978-4882135547,1914,2.1,3031,['Non-Fiction'],596,Chinese,Publisher 43
The E4hwma,Paquvvg Lpoka,978-3259358490,2008,1.8,2899,['Non-Fiction'],995,German,Publisher 41
The 2f5la7,Hfsmtfn Vqaqhgf,978-6923296993,1925,1.7,840,"['Romance', 'Classics']",329,French,Publisher 33
My Nsyfvc,Ksxdk Szjoxlo,978-8446383443,1987,4.5,4110,"['Fiction', 'Mystery']",83,English,Publisher 10
A H0jusk,Grxisrqr Vaeeow,978-7133484800,1936,4.4,2486,['Biography'],745,German,Publisher 20
A 8vc3ef,Xmfvubh Zvobxip,978-8749459387,1945,3.4,4050,"['Biography', 'Romance', 'Mystery']",788,Chinese,Publisher 20
My Gtk6aj,Rfnihwge Frivga,978-7628988614,1947,4.9,880,"['Classics', 'Biography', 'Thriller']",779,English,Publisher 5
A Ybzptf,Gqwnmwsd Rrytmg,978-7401165502,1969,1.2,3472,"['Fantasy', 'Science Fiction', 'Mystery']",567,German,Publisher 7
A Crwpoc,Trqtnqfu Dotzqzxt,978-1440273572,2001,3.6,387,['Thriller'],441,English,Publisher 23
My Jt3tjh,Fzpphn Udeiafe,978-3472784232,1928,4.1,512,"['Thriller', 'Fiction', 'Biography']",305,French,Publisher 28
An Xjyikc,Ylnxf Axseti,978-6373748365,1959,2.8,1621,"['History', 'Non-Fiction', 'Classics']",135,German,Publisher 27
An Pnxabo,Yqxvnyfp Ewbjaxi,978-7893973538,1908,3.9,3114,['Classics'],823,French,Publisher 7
An Nmn4oi,Zdndcta Tgbwc,978-9912123674,1981,2.9,4253,"['Mystery', 'Thriller', 'Non-Fiction']",753,French,Publisher 16
An Bcrdq9,Dwolyei Dpabvx,978-3066933037,1924,1.0,551,['Non-Fiction'],160,German,Publisher 37
My Miaot8,Srynd Cfatn,978-7284413965,1937,2.5,3387,['Fiction'],682,English,Publisher 6
The Lbmsp7,Xajhc Hkchwe,978-8781849917,2004,4.1,4544,"['Thriller', 'Classics', 'History']",808,French,Publisher 35
The Kqfjta,Scakmyh Qthgbm,978-3385406583,1929,4.6,4924,['Science Fiction'],203,English,Publisher 48
A Blxc6n,Skjnefz Cewsbc,978-5221950908,1904,1.8,1997,['Fantasy'],952,Spanish,Publisher 50
The B8kenx,Smpth Zwcitgii,978-7994135318,1938,3.2,836,"['Fiction', 'Science Fiction', 'Non-Fiction']",628,German,Publisher 28
An L3ztql,Tpcqruny Myfgzvpi,978-2610592781,1999,1.7,4100,"['Biography', 'Non-Fiction']",639,Spanish,Publisher 18
